continent,year,cont_avg_gdp_growth
Oceania,1990,NA
Oceania,1991,0.8857221273839476
Oceania,1992,3.4051787431004987
Oceania,1993,1.305026283498701
Oceania,1994,5.0163545140135115
Oceania,1995,0.06599380385831152
Oceania,1996,-2.4777077557454494
Oceania,1997,2.0061705798963647
Oceania,1998,6.229864546634159
Oceania,1999,-2.6514181890691866
Oceania,2000,-4.31951077264899
Oceania,2001,-4.427769277306377
Oceania,2002,2.1045557077480774
Oceania,2003,-0.29136676090532665
Oceania,2004,-0.607901613243318
Oceania,2005,0.679709935288991
Oceania,2006,0.3655511685289262
Oceania,2007,2.449160216088052
Oceania,2008,1.7758214237432197
Oceania,2009,-2.6814342227881443
Oceania,2010,0.2231653023783733
Oceania,2011,3.3966883414425064
Oceania,2012,-0.031302784813362905
Oceania,2013,2.9801581293653676
Oceania,2014,-1.2383880868470138
Oceania,2015,6.007867227837941
Oceania,2016,2.289546414677626
Oceania,2017,0.274063524857125
Oceania,2018,1.7864027138394265
Oceania,2019,3.3664971829894506
Oceania,2020,-2.4872956462728992
Oceania,2021,-0.4019963036189564
