country,code,year,gdp_pc_2017,continent,youth_NIEET
Honduras,HND,2009,4714.679,North America,26.62
Honduras,HND,2010,4790.1094,North America,26.21
Honduras,HND,2011,4874.8735,North America,27.55
Honduras,HND,2012,4978.074,North America,28.67
Honduras,HND,2013,5020.937,North America,26.81
Honduras,HND,2014,5079.7036,North America,28.67
Honduras,HND,2015,5180.1865,North America,26.96
Honduras,HND,2016,5287.253,North America,27.82
Honduras,HND,2017,5447.6987,North America,27.72
Honduras,HND,2018,5561.2627,North America,26.62
Honduras,HND,2019,5613.6606,North America,26.8
Hong Kong,HKG,2009,48458.87,Asia,7.41
Hong Kong,HKG,2010,51359.81,Asia,6.95
Hong Kong,HKG,2011,53471.797,Asia,6.16
Hong Kong,HKG,2012,53783.945,Asia,6.14
Hong Kong,HKG,2013,55229.605,Asia,6.68
Hong Kong,HKG,2014,56358.043,Asia,6.62
Hong Kong,HKG,2015,57214.69,Asia,6.6
Hong Kong,HKG,2016,58098.395,Asia,6.1
Hong Kong,HKG,2017,59842.215,Asia,6.38
Hong Kong,HKG,2018,61055.34,Asia,6.49
Hong Kong,HKG,2019,59588.52,Asia,6.72
Hong Kong,HKG,2020,55888.688,Asia,8.99
Hong Kong,HKG,2021,59978.15,Asia,7.24
Hungary,HUN,2004,23362.812,Europe,12.38
Hungary,HUN,2005,24414.582,Europe,18.79
Hungary,HUN,2006,25417.547,Europe,12.43
Hungary,HUN,2007,25527.564,Europe,11.46
Hungary,HUN,2008,25829.033,Europe,11.46
Hungary,HUN,2009,24162.268,Europe,13.61
Hungary,HUN,2010,24477.576,Europe,12.56
Hungary,HUN,2011,25005.287,Europe,13.21
Hungary,HUN,2012,24820.516,Europe,14.78
Hungary,HUN,2013,25337.588,Europe,15.47
Hungary,HUN,2014,26481.166,Europe,13.62
Hungary,HUN,2015,27528.307,Europe,11.58
Hungary,HUN,2016,28217.354,Europe,11.05
Hungary,HUN,2017,29501.121,Europe,11.04
Hungary,HUN,2018,31122.502,Europe,10.73
Hungary,HUN,2019,32649.143,Europe,11
Hungary,HUN,2020,31231.596,Europe,11.71
Hungary,HUN,2021,33593.152,Europe,10.61
Iceland,ISL,2003,43095.355,Europe,4.48
Iceland,ISL,2004,46051.742,Europe,6.93
Iceland,ISL,2005,48104.652,Europe,4.66
Iceland,ISL,2006,49956.848,Europe,4.8
Iceland,ISL,2007,52827.01,Europe,4.1
Iceland,ISL,2008,52999.438,Europe,4.32
Iceland,ISL,2009,48770.95,Europe,7.33
Iceland,ISL,2010,47457.62,Europe,7.35
Iceland,ISL,2011,48186.168,Europe,6.69
Iceland,ISL,2012,48440.254,Europe,5.89
Iceland,ISL,2013,50168.688,Europe,5.47
Iceland,ISL,2014,50450.742,Europe,5.72
Iceland,ISL,2015,52142.934,Europe,4.55
Iceland,ISL,2016,54665.766,Europe,4.12
Iceland,ISL,2017,55638.492,Europe,3.87
Iceland,ISL,2018,56816.363,Europe,4.87
Iceland,ISL,2019,56923.17,Europe,4.71
Iceland,ISL,2020,52174.574,Europe,6.03
Iceland,ISL,2021,53586.156,Europe,4.88
India,IND,1994,1994.944,Asia,38.4
India,IND,2000,2571.1497,Asia,32.71
India,IND,2004,3037.0637,Asia,26.13
India,IND,2005,3225.5444,Asia,36.08
India,IND,2010,4213.363,Asia,28.94
India,IND,2012,4551.8623,Asia,26.86
India,IND,2018,6436.1533,Asia,30.81
India,IND,2019,6608.624,Asia,31.2
India,IND,2020,6114.0317,Asia,30.7
India,IND,2021,6592.042,Asia,28.01
Indonesia,IDN,1996,6212.6714,Asia,27.1
Indonesia,IDN,1997,6401.2153,Asia,28.08
Indonesia,IDN,1998,5474.5977,Asia,29.01
Indonesia,IDN,1999,5435.7554,Asia,29.81
Indonesia,IDN,2000,5621.262,Asia,29.38
Indonesia,IDN,2001,5744.494,Asia,29.85
Indonesia,IDN,2002,5921.0776,Asia,31.06
Indonesia,IDN,2003,6121.666,Asia,31.52
Indonesia,IDN,2004,6348.2944,Asia,31.42
Indonesia,IDN,2005,6625.6147,Asia,31.86
Indonesia,IDN,2006,6899.851,Asia,30.42
Indonesia,IDN,2007,7242.018,Asia,30.03
Indonesia,IDN,2008,7578.205,Asia,28.15
Indonesia,IDN,2009,7828.809,Asia,27.67
Indonesia,IDN,2010,8212.635,Asia,26.65
Indonesia,IDN,2011,8610.529,Asia,25.9
Indonesia,IDN,2012,9015.801,Asia,22.95
Indonesia,IDN,2013,9402.108,Asia,22.89
Indonesia,IDN,2014,9759.025,Asia,22.35
Indonesia,IDN,2015,10121.841,Asia,22.92
Indonesia,IDN,2016,10519.295,Asia,22.48
Indonesia,IDN,2017,10941.921,Asia,21.45
Indonesia,IDN,2018,11397.432,Asia,21.74
Indonesia,IDN,2019,11857.789,Asia,20.55
Indonesia,IDN,2020,11515.74,Asia,21.8
Indonesia,IDN,2021,11858.146,Asia,22.45
Iran,IRN,2005,13328.956,Asia,36.01
Iran,IRN,2006,13780.728,Asia,35.81
Iran,IRN,2007,14689.561,Asia,34.46
Iran,IRN,2008,14525.76,Asia,34.19
Iran,IRN,2009,14473.833,Asia,34.83
Iran,IRN,2010,15099.46,Asia,34.43
Iran,IRN,2011,15302.202,Asia,32.9
Iran,IRN,2012,14541.85,Asia,32.1
Iran,IRN,2013,14113.458,Asia,33.45
Iran,IRN,2014,14538.521,Asia,33.33
Iran,IRN,2015,14010.858,Asia,32.75
Iran,IRN,2016,14968.595,Asia,32.38
Iran,IRN,2017,15163.292,Asia,32.26
Iran,IRN,2018,14628.946,Asia,32.09
Iran,IRN,2019,14084.354,Asia,30.4
Iran,IRN,2020,14432.362,Asia,29.4
Iran,IRN,2021,15004.6875,Asia,27.47
Iraq,IRQ,2007,7493.8438,Asia,46.24
Iraq,IRQ,2012,9251.982,Asia,40.64
Iraq,IRQ,2021,8962.395,Asia,36.93
Ireland,IRL,2003,53049.168,Europe,8.84
Ireland,IRL,2004,55623.887,Europe,10.36
Ireland,IRL,2005,57548.996,Europe,15.13
Ireland,IRL,2006,58812.305,Europe,14.43
Ireland,IRL,2007,60170.418,Europe,10.06
Ireland,IRL,2008,56312.504,Europe,12.52
Ireland,IRL,2009,52902.887,Europe,18.29
Ireland,IRL,2010,53500.914,Europe,19.43
Ireland,IRL,2011,53712.285,Europe,19.14
Ireland,IRL,2012,53482.2,Europe,19.18
Ireland,IRL,2013,53800.207,Europe,16.42
Ireland,IRL,2014,58027.84,Europe,15.24
Ireland,IRL,2015,71490.805,Europe,14.25
Ireland,IRL,2016,72106.8,Europe,12.57
Ireland,IRL,2017,77749.2,Europe,10.93
Ireland,IRL,2018,83340.39,Europe,10.07
Ireland,IRL,2019,86681.27,Europe,10.09
Ireland,IRL,2020,91099.75,Europe,12.02
Ireland,IRL,2021,102496.22,Europe,7.73
Israel,ISR,2012,35552.85,Asia,15.38
Israel,ISR,2013,36436.383,Asia,14.42
Israel,ISR,2014,37144.48,Asia,14.47
Israel,ISR,2015,37321.016,Asia,14.31
Israel,ISR,2016,38251.297,Asia,13.68
Israel,ISR,2017,39121.297,Asia,13.57
Israel,ISR,2018,39936.77,Asia,13.42
Israel,ISR,2019,40810.055,Asia,14.28
Israel,ISR,2020,39351.895,Asia,16.06
Israel,ISR,2021,42061.242,Asia,16.76
Italy,ITA,2004,44118.035,Europe,16.27
Italy,ITA,2005,44260.83,Europe,17.05
Italy,ITA,2006,44918.17,Europe,16.77
Italy,ITA,2007,45356.535,Europe,16.14
Italy,ITA,2008,44623.6,Europe,16.56
Italy,ITA,2009,42074.92,Europe,17.55
Italy,ITA,2010,42664.355,Europe,18.97
Italy,ITA,2011,42892.305,Europe,19.64
Italy,ITA,2012,41501.71,Europe,20.94
Italy,ITA,2013,40268.113,Europe,22.14
Italy,ITA,2014,39898.527,Europe,22.04
Italy,ITA,2015,40247.83,Europe,21.33
Italy,ITA,2016,40837.74,Europe,19.8
Italy,ITA,2017,41581.12,Europe,19.99
Italy,ITA,2018,42045.92,Europe,19.19
Italy,ITA,2019,42739.05,Europe,18.05
Italy,ITA,2020,39065.28,Europe,18.93
Italy,ITA,2021,41929.43,Europe,19.76
Jamaica,JAM,2008,10376.103,North America,27.84
Jamaica,JAM,2009,9885.024,North America,30.7
Jamaica,JAM,2010,9700.027,North America,31.61
Jamaica,JAM,2011,9823.773,North America,31.52
Jamaica,JAM,2012,9715.208,North America,32.3
Jamaica,JAM,2013,9718.625,North America,33.78
Jamaica,JAM,2014,9745.554,North America,32.96
Jamaica,JAM,2016,9906.04,North America,29.76
Jamaica,JAM,2017,9984.577,North America,27.88
Jamaica,JAM,2018,10160.764,North America,26.06
Jamaica,JAM,2019,10244.366,North America,22.91
Jamaica,JAM,2020,9198.148,North America,29.66
Japan,JPN,2009,36577.863,Asia,4.43
Japan,JPN,2010,38069.957,Asia,4.34
Japan,JPN,2012,38735.895,Asia,4.26
Japan,JPN,2013,39569.637,Asia,3.96
Japan,JPN,2014,39739.543,Asia,3.74
Japan,JPN,2015,40402.582,Asia,3.66
Japan,JPN,2016,40727.97,Asia,3.55
Japan,JPN,2017,41444.215,Asia,3.32
Japan,JPN,2018,41739.203,Asia,2.97
Japan,JPN,2019,41697.41,Asia,3.14
Jordan,JOR,2017,9629.103,Asia,38.06
Jordan,JOR,2018,9584.507,Asia,36.52
Jordan,JOR,2019,9551.165,Asia,36
Jordan,JOR,2020,9203.376,Asia,35.38
Jordan,JOR,2021,9223.147,Asia,32.85
Kazakhstan,KAZ,2001,11682.842,Asia,18.6
Kazakhstan,KAZ,2002,12827.231,Asia,14.88
Kazakhstan,KAZ,2003,13973.078,Asia,13.53
Kazakhstan,KAZ,2004,15208.44,Asia,13.24
Kazakhstan,KAZ,2005,16536.016,Asia,12.81
Kazakhstan,KAZ,2006,18112.78,Asia,12.5
Kazakhstan,KAZ,2007,19500.479,Asia,10.73
Kazakhstan,KAZ,2008,19770.217,Asia,9.71
Kazakhstan,KAZ,2009,19614.734,Asia,9.55
Kazakhstan,KAZ,2010,20751.258,Asia,8.2
Kazakhstan,KAZ,2011,21970.084,Asia,7.8
Kazakhstan,KAZ,2012,22702.578,Asia,8.03
Kazakhstan,KAZ,2013,23720.816,Asia,8.02
Kazakhstan,KAZ,2014,24355.756,Asia,8.76
Kazakhstan,KAZ,2015,24290.418,Asia,8.46
Kazakhstan,KAZ,2016,24210.863,Asia,9.49
Kenya,KEN,1999,3380.7764,Africa,32.43
Kenya,KEN,2005,3399.404,Africa,22.7
Kenya,KEN,2006,3513.3484,Africa,22.7
Kenya,KEN,2016,4244.8574,Africa,13.73
Kenya,KEN,2019,4601.2114,Africa,19.67
Kiribati,KIR,2015,2038.4865,Oceania,46.89
Kiribati,KIR,2019,1990.518,Oceania,52.01
Kiribati,KIR,2020,1944.8469,Oceania,47.58
Kosovo,OWID_KOS,2012,8105.375,Europe,35.88
Kosovo,OWID_KOS,2013,8486.565,Europe,35.77
Kosovo,OWID_KOS,2014,8796.63,Europe,30.23
Kosovo,OWID_KOS,2015,9445.105,Europe,31.68
Kosovo,OWID_KOS,2016,10031.044,Europe,30.26
Kosovo,OWID_KOS,2017,10436.169,Europe,27.56
Kosovo,OWID_KOS,2018,10755.168,Europe,29.69
Kosovo,OWID_KOS,2019,11318.462,Europe,32.61
Kosovo,OWID_KOS,2020,10706.514,Europe,33.48
Kosovo,OWID_KOS,2021,11884.18,Europe,32.04
Kyrgyzstan,KGZ,2009,4210.6265,Asia,17.8
Kyrgyzstan,KGZ,2010,4141.077,Asia,14.87
Kyrgyzstan,KGZ,2011,4334.6606,Asia,14.59
Kyrgyzstan,KGZ,2012,4259.3184,Asia,15.66
Kyrgyzstan,KGZ,2013,4631.4033,Asia,18.56
Kyrgyzstan,KGZ,2014,4722.086,Asia,18.37
Kyrgyzstan,KGZ,2015,4805.141,Asia,18.25
Kyrgyzstan,KGZ,2016,4912.3823,Asia,17.57
Kyrgyzstan,KGZ,2017,5046.6914,Asia,18.19
Kyrgyzstan,KGZ,2018,5133.152,Asia,17.54
Kyrgyzstan,KGZ,2019,5258.3667,Asia,18.11
Kyrgyzstan,KGZ,2020,4726.197,Asia,18.07
Kyrgyzstan,KGZ,2021,4814.9565,Asia,15.89
Laos,LAO,2010,4793.224,Asia,5.12
Laos,LAO,2017,7211.2593,Asia,25.8
Latvia,LVA,2003,16593.918,Europe,12.73
Latvia,LVA,2004,18165.75,Europe,12.34
Latvia,LVA,2005,20331.7,Europe,10.89
Latvia,LVA,2006,22975.562,Europe,11.46
Latvia,LVA,2007,25466.783,Europe,11.94
Latvia,LVA,2008,24899.646,Europe,11.82
Latvia,LVA,2009,21704.324,Europe,17.49
Latvia,LVA,2010,21173.402,Europe,17.81
Latvia,LVA,2011,22117.406,Europe,16.03
Latvia,LVA,2012,23970.453,Europe,14.89
Latvia,LVA,2013,24715.066,Europe,13.03
Latvia,LVA,2014,25423.488,Europe,12.01
Latvia,LVA,2015,26628.355,Europe,10.52
Latvia,LVA,2016,27509.336,Europe,11.21
Latvia,LVA,2017,28673.562,Europe,10.26
Latvia,LVA,2018,30051.402,Europe,7.84
Latvia,LVA,2019,31038.68,Europe,7.86
Latvia,LVA,2020,30568.502,Europe,7.06
Latvia,LVA,2021,32081.455,Europe,8.63
Lebanon,LBN,2007,15394.186,Asia,21.3
Lebanon,LBN,2019,17172.197,Asia,23.52
Lesotho,LSO,2019,2533.1191,Africa,35.15
Liberia,LBR,2010,1418.6758,Africa,24.28
Liberia,LBR,2014,1613.8655,Africa,15.13
Liberia,LBR,2016,1525.458,Africa,13.23
Liberia,LBR,2017,1533.4113,Africa,40.78
Lithuania,LTU,2004,19226.469,Europe,9.88
Lithuania,LTU,2005,21053.186,Europe,8.77
Lithuania,LTU,2006,22977.996,Europe,8.32
Lithuania,LTU,2007,25835.367,Europe,7.07
Lithuania,LTU,2008,26784.88,Europe,8.85
Lithuania,LTU,2009,23065.062,Europe,12.12
Lithuania,LTU,2010,23942.76,Europe,13.17
Lithuania,LTU,2011,25968.584,Europe,11.82
Lithuania,LTU,2012,27330.896,Europe,11.17
Lithuania,LTU,2013,28589.027,Europe,11.14
Lithuania,LTU,2014,29855.832,Europe,9.91
Lithuania,LTU,2015,30748.197,Europe,9.2
Lithuania,LTU,2016,31925.803,Europe,9.41
Lithuania,LTU,2017,33761.87,Europe,9.15
Lithuania,LTU,2018,35446.707,Europe,8.04
Lithuania,LTU,2019,37184.453,Europe,8.65
Lithuania,LTU,2020,37166.41,Europe,10.76
Lithuania,LTU,2021,39305.613,Europe,11.32
Luxembourg,LUX,2003,104743,Europe,5.14
Luxembourg,LUX,2004,107634.836,Europe,6.25
Luxembourg,LUX,2005,108632.36,Europe,5.5
Luxembourg,LUX,2006,113346.04,Europe,6.69
Luxembourg,LUX,2007,120647.82,Europe,5.66
Luxembourg,LUX,2008,118154.664,Europe,6.21
Luxembourg,LUX,2009,112230.08,Europe,5.79
Luxembourg,LUX,2010,114343.984,Europe,5.12
Luxembourg,LUX,2011,112998.39,Europe,4.74
Luxembourg,LUX,2012,112137.13,Europe,5.89
Luxembourg,LUX,2013,113050.664,Europe,4.99
Luxembourg,LUX,2014,113313.58,Europe,6.26
Luxembourg,LUX,2015,113182.73,Europe,6.17
Luxembourg,LUX,2016,116283.7,Europe,5.37
Luxembourg,LUX,2017,114985.84,Europe,5.91
Luxembourg,LUX,2018,114164.47,Europe,5.28
Luxembourg,LUX,2019,114542.5,Europe,5.6
Luxembourg,LUX,2020,111751.31,Europe,6.55
Luxembourg,LUX,2021,115683.49,Europe,8.67
Macao,MAC,2009,93540.67,Asia,7.19
Macao,MAC,2010,114042.49,Asia,6.19
Macao,MAC,2011,135365.39,Asia,6.3
Macao,MAC,2012,144891.34,Asia,5.76
Macao,MAC,2013,157602.48,Asia,5.27
Macao,MAC,2014,151616.4,Asia,5
Macao,MAC,2015,116855.53,Asia,5.31
Macao,MAC,2016,113941.67,Asia,4.96
Madagascar,MDG,2012,1497.0095,Africa,3.79
Malawi,MWI,2005,1095.6558,Africa,17.24
Malawi,MWI,2011,1383.5809,Africa,18.07
Malawi,MWI,2013,1401.66,Africa,19.46
Malawi,MWI,2017,1454.7775,Africa,20.95
Malawi,MWI,2020,1489.6014,Africa,19.41
Malaysia,MYS,2011,20900.322,Asia,14.37
Malaysia,MYS,2012,21690.457,Asia,13.95
Malaysia,MYS,2013,22350.908,Asia,13.65
Malaysia,MYS,2014,23328.344,Asia,12.77
Malaysia,MYS,2016,24859.799,Asia,11.69
Malaysia,MYS,2017,25935.143,Asia,11.8
Malaysia,MYS,2018,26835.81,Asia,12.47
Malaysia,MYS,2019,27674.402,Asia,11.41
Malaysia,MYS,2020,25830.973,Asia,13.63
Maldives,MDV,2009,15927.796,Asia,32.54
Maldives,MDV,2014,18338.322,Asia,21.84
Maldives,MDV,2016,18406.268,Asia,23.79
Maldives,MDV,2019,20574.404,Asia,26.27
Mali,MLI,2010,2018.6014,Africa,13.47
Mali,MLI,2013,1930.135,Africa,18.22
Mali,MLI,2014,2002.3729,Africa,21.31
Mali,MLI,2015,2060.0986,Africa,24.94
Mali,MLI,2016,2112.187,Africa,33.98
Mali,MLI,2017,2153.8457,Africa,28.56
Mali,MLI,2018,2185.5757,Africa,26.72
Mali,MLI,2020,2123.8281,Africa,30.86
Malta,MLT,2004,28265.037,Europe,12.22
Malta,MLT,2005,29035.654,Europe,11.9
Malta,MLT,2006,29656.346,Europe,10.34
Malta,MLT,2007,30964.36,Europe,11.54
Malta,MLT,2008,31940.43,Europe,8.27
Malta,MLT,2009,31341.334,Europe,9.88
Malta,MLT,2010,32916.684,Europe,9.53
Malta,MLT,2011,32930.297,Europe,10.18
Malta,MLT,2012,33979.656,Europe,10.82
Malta,MLT,2013,35339.695,Europe,9.91
Malta,MLT,2014,37285.24,Europe,10.27
Malta,MLT,2015,39903.938,Europe,10.54
Malta,MLT,2016,40319.73,Europe,8.76
Malta,MLT,2017,43516.55,Europe,8.59
Malta,MLT,2018,44615.605,Europe,7.28
Malta,MLT,2019,45433.918,Europe,8.56
Malta,MLT,2020,40740.97,Europe,9.3
Malta,MLT,2021,44658.72,Europe,13.5
Marshall Islands,MHL,2019,5647.067,Oceania,42.94
Mauritania,MRT,2012,4885.6924,Africa,39.7
Mauritania,MRT,2017,5259.065,Africa,35.53
Mauritania,MRT,2019,5505.6465,Africa,44.08
Mauritius,MUS,2001,12564.852,Africa,33.84
Mauritius,MUS,2002,12679.432,Africa,30.22
Mauritius,MUS,2003,13333.902,Africa,27.36
Mauritius,MUS,2004,13824.298,Africa,27.99
Mauritius,MUS,2005,13986.968,Africa,28.48
Mauritius,MUS,2006,14599.26,Africa,22.23
Mauritius,MUS,2007,15365.209,Africa,20.61
Mauritius,MUS,2008,16134.475,Africa,21.34
Mauritius,MUS,2009,16625.14,Africa,21.83
Mauritius,MUS,2010,17311.625,Africa,21.52
Mauritius,MUS,2011,17988.684,Africa,21.54
Mauritius,MUS,2012,18566.03,Africa,21.61
Mauritius,MUS,2013,19147.676,Africa,21.17
Mauritius,MUS,2014,19844.488,Africa,20.86
Mauritius,MUS,2015,20549.629,Africa,20.09
Mauritius,MUS,2016,21328.688,Africa,20.32
Mauritius,MUS,2017,22148.625,Africa,19.94
Mauritius,MUS,2018,23023.5,Africa,20.46
Mauritius,MUS,2019,23681.58,Africa,18.08
Mauritius,MUS,2021,20967.947,Africa,32.42
Mexico,MEX,2005,17883.535,North America,21.46
Mexico,MEX,2006,18434.887,North America,21.3
Mexico,MEX,2007,18610.73,North America,21.09
Mexico,MEX,2008,18586.47,North America,21.91
Mexico,MEX,2009,17387.662,North America,22.14
Mexico,MEX,2010,18036.717,North America,22.18
Mexico,MEX,2011,18432.37,North America,21.82
Mexico,MEX,2012,18838.783,North America,21.14
Mexico,MEX,2013,18844.031,North America,20.47
Mexico,MEX,2014,19141.92,North America,20.28
Mexico,MEX,2015,19542.89,North America,19.72
Mexico,MEX,2016,19830.963,North America,19.5
Mexico,MEX,2017,20032.408,North America,18.7
Mexico,MEX,2018,20278.217,North America,18.41
Mexico,MEX,2019,20064.5,North America,18.3
Mexico,MEX,2020,18327.99,North America,20.38
Mexico,MEX,2021,19086.105,North America,18.35
Micronesia (country),FSM,2014,3291.397,Oceania,28.67
Moldova,MDA,2000,5072.8413,Europe,24.85
Moldova,MDA,2001,5394.3345,Europe,24.77
Moldova,MDA,2002,5828.5747,Europe,25.57
Moldova,MDA,2003,6230.782,Europe,25.14
Moldova,MDA,2004,6708.4395,Europe,26.59
Moldova,MDA,2005,7229.1406,Europe,26.44
Moldova,MDA,2006,7597.2246,Europe,23.6
Moldova,MDA,2007,7843.2944,Europe,22.85
Moldova,MDA,2008,8471.181,Europe,20.54
Moldova,MDA,2009,7972.9707,Europe,21.23
Moldova,MDA,2010,8547.581,Europe,19.45
Moldova,MDA,2011,9050.126,Europe,19.72
Moldova,MDA,2012,8997.934,Europe,19.28
Moldova,MDA,2013,9814.323,Europe,18.63
Moldova,MDA,2014,10311.288,Europe,16.85
Moldova,MDA,2015,10355.539,Europe,15.77
Moldova,MDA,2016,10938.585,Europe,16.27
Moldova,MDA,2017,11651.187,Europe,16.92
Moldova,MDA,2018,12367.764,Europe,17.83
Moldova,MDA,2019,13030.183,Europe,17.48
Moldova,MDA,2020,12201.778,Europe,15.59
Moldova,MDA,2021,14009.226,Europe,13.55
Mongolia,MNG,2003,4972.258,Asia,19.84
Mongolia,MNG,2006,6243.609,Asia,18.51
Mongolia,MNG,2008,7346.279,Asia,17.84
Mongolia,MNG,2009,7163.802,Asia,18.7
Mongolia,MNG,2010,7518.831,Asia,17.63
Mongolia,MNG,2011,8685.78,Asia,16.54
Mongolia,MNG,2012,9586.715,Asia,17.59
Mongolia,MNG,2013,10504.814,Asia,18.39
Mongolia,MNG,2014,11107.989,Asia,17.45
Mongolia,MNG,2015,11134.802,Asia,16.81
Mongolia,MNG,2016,11058.95,Asia,20.45
Mongolia,MNG,2017,11431.498,Asia,19.82
Mongolia,MNG,2018,12052.294,Asia,18.88
Mongolia,MNG,2019,12458.019,Asia,18.45
Mongolia,MNG,2020,11666.779,Asia,18.5
Mongolia,MNG,2021,11668.431,Asia,17.18
Montenegro,MNE,2011,17290.512,Europe,16.32
Montenegro,MNE,2012,16805.408,Europe,16.94
Montenegro,MNE,2013,17384.854,Europe,17.87
Montenegro,MNE,2014,17677.787,Europe,17.72
Montenegro,MNE,2015,18266.879,Europe,19.15
Montenegro,MNE,2016,18801.268,Europe,18.4
Montenegro,MNE,2017,19685.809,Europe,16.69
Montenegro,MNE,2018,20690.285,Europe,16.3
Montenegro,MNE,2019,21537.809,Europe,17.34
Montenegro,MNE,2020,18262.236,Europe,21.09
Myanmar,MMR,2015,3748.2942,Asia,18.62
Myanmar,MMR,2017,4312.9473,Asia,16.59
Myanmar,MMR,2018,4556.2812,Asia,12.79
Myanmar,MMR,2019,4829.5366,Asia,13.78
Myanmar,MMR,2020,4947.0938,Asia,15.02
Namibia,NAM,1994,6346.299,Africa,25.14
Namibia,NAM,2010,9115.507,Africa,34.12
Namibia,NAM,2012,9747.819,Africa,31.15
Namibia,NAM,2013,10122.154,Africa,32.01
Namibia,NAM,2014,10554.564,Africa,30.47
Namibia,NAM,2016,10627.635,Africa,33.55
Namibia,NAM,2018,10266.171,Africa,31.88
Nauru,NRU,2013,10015.124,Oceania,36.4
Nepal,NPL,2008,2473.9417,Asia,23.13
Nepal,NPL,2017,3495.5288,Asia,34.76
Netherlands,NLD,2003,47806.883,Europe,4.78
Netherlands,NLD,2004,48586.703,Europe,4.86
Netherlands,NLD,2005,49467.434,Europe,6.43
Netherlands,NLD,2006,51097.363,Europe,4.9
Netherlands,NLD,2007,52909.97,Europe,4.27
Netherlands,NLD,2008,53848.254,Europe,3.91
Netherlands,NLD,2009,51607.605,Europe,4.96
Netherlands,NLD,2010,52032.99,Europe,4.83
Netherlands,NLD,2011,52594.23,Europe,4.31
Netherlands,NLD,2012,51860.055,Europe,4.85
Netherlands,NLD,2013,51640.08,Europe,5.65
Netherlands,NLD,2014,52186.996,Europe,5.53
Netherlands,NLD,2015,52974.117,Europe,4.67
Netherlands,NLD,2016,53847.83,Europe,4.57
Netherlands,NLD,2017,55088.633,Europe,4
Netherlands,NLD,2018,56060.914,Europe,4.18
Netherlands,NLD,2019,56784.04,Europe,4.26
Netherlands,NLD,2020,54275.004,Europe,4.52
Netherlands,NLD,2021,56617.35,Europe,5.11
New Zealand,NZL,2004,36432.492,Oceania,10.79
New Zealand,NZL,2005,37219.805,Oceania,11.12
New Zealand,NZL,2006,37828.188,Oceania,10.73
New Zealand,NZL,2007,38611.98,Oceania,10.98
New Zealand,NZL,2008,37860.113,Oceania,11.24
New Zealand,NZL,2009,37432.832,Oceania,14.25
New Zealand,NZL,2010,37583.113,Oceania,13.65
New Zealand,NZL,2011,38137.492,Oceania,13.46
New Zealand,NZL,2012,38780.605,Oceania,13.78
New Zealand,NZL,2013,39521.074,Oceania,12.22
New Zealand,NZL,2014,40353.105,Oceania,11.65
New Zealand,NZL,2015,41020.312,Oceania,11.54
New Zealand,NZL,2016,41620.348,Oceania,12.18
New Zealand,NZL,2017,42218.54,Oceania,11.92
New Zealand,NZL,2018,42862.07,Oceania,12.05
New Zealand,NZL,2019,43110.37,Oceania,11.62
New Zealand,NZL,2020,41642.027,Oceania,12.94
New Zealand,NZL,2021,42915.453,Oceania,11.85
Nicaragua,NIC,2001,3989.1873,North America,26.08
Nicaragua,NIC,2005,4308.015,North America,22.82
Nicaragua,NIC,2012,5042.803,North America,15.02
Nicaragua,NIC,2014,5385.4985,North America,24.49
Niger,NER,2011,1010.32697,Africa,19.43
Niger,NER,2014,1119.1372,Africa,25.2
Niger,NER,2017,1155.9735,Africa,68.66
Nigeria,NGA,2011,4975.638,Africa,29.09
Nigeria,NGA,2013,5238.8325,Africa,27.85
Nigeria,NGA,2016,5209.074,Africa,27.06
Nigeria,NGA,2019,5076.368,Africa,36.65
North Macedonia,MKD,2006,11772.328,Europe,34.48
North Macedonia,MKD,2007,12513.978,Europe,33.65
North Macedonia,MKD,2008,13177.212,Europe,31.24
North Macedonia,MKD,2009,13105.799,Europe,27.94
North Macedonia,MKD,2010,13517.428,Europe,26.42
North Macedonia,MKD,2011,13809.965,Europe,25.32
North Macedonia,MKD,2012,13730.258,Europe,25.23
North Macedonia,MKD,2013,14111.445,Europe,24.64
North Macedonia,MKD,2014,14599.242,Europe,25.69
North Macedonia,MKD,2015,15141.992,Europe,24.93
North Macedonia,MKD,2016,15556.255,Europe,24.98
North Macedonia,MKD,2017,15709.287,Europe,25.61
North Macedonia,MKD,2018,16148.459,Europe,25.08
North Macedonia,MKD,2019,16776.076,Europe,18.81
North Macedonia,MKD,2020,15782.548,Europe,19.81
North Macedonia,MKD,2021,16467.316,Europe,18.36
Norway,NOR,2003,58728.156,Europe,10.01
Norway,NOR,2004,60699.566,Europe,9.18
Norway,NOR,2005,61870.363,Europe,11.3
Norway,NOR,2006,62846.938,Europe,4.56
Norway,NOR,2007,64062.438,Europe,4.41
Norway,NOR,2008,63570.34,Europe,4.13
Norway,NOR,2009,61689.56,Europe,5
Norway,NOR,2010,61353.477,Europe,4.9
Norway,NOR,2011,61157.13,Europe,5.04
Norway,NOR,2012,61990.69,Europe,5.16
Norway,NOR,2013,61878.977,Europe,5.63
Norway,NOR,2014,62390.13,Europe,5.47
Norway,NOR,2015,62987.516,Europe,5.03
Norway,NOR,2016,63104.082,Europe,5.37
Norway,NOR,2017,64050.758,Europe,4.59
Norway,NOR,2018,64341.258,Europe,4.85
Norway,NOR,2019,64385.008,Europe,4.75
Norway,NOR,2020,63548,Europe,4.9
Norway,NOR,2021,65662.17,Europe,6.32
Pakistan,PAK,2006,3978.0193,Asia,36.17
