country,code,year,gdp_pc_2017,continent,youth_NIEET
Pakistan,PAK,2007,4081.9119,Asia,34.97
Pakistan,PAK,2008,4061.8865,Asia,33.33
Pakistan,PAK,2009,4084.8254,Asia,31.47
Pakistan,PAK,2010,4058.0085,Asia,31.1
Pakistan,PAK,2011,4082.4495,Asia,32
Pakistan,PAK,2013,4266.7114,Asia,31.01
Pakistan,PAK,2014,4403.673,Asia,30.91
Pakistan,PAK,2015,4552.6055,Asia,30.41
Pakistan,PAK,2018,5113.434,Asia,30.96
Pakistan,PAK,2019,5157.5464,Asia,29.71
Pakistan,PAK,2021,5232.1426,Asia,34.56
Palau,PLW,2000,13301.023,Oceania,27.23
Palau,PLW,2014,17110.49,Oceania,13.26
Palau,PLW,2020,15952.251,Oceania,18.04
Palestine,PSE,2000,4503.249,Asia,31.86
Palestine,PSE,2001,3980.9333,Asia,35.6
Palestine,PSE,2002,3395.855,Asia,34.58
Palestine,PSE,2003,3774.1323,Asia,30.44
Palestine,PSE,2004,4485.5254,Asia,29.88
Palestine,PSE,2005,4866.0283,Asia,28.95
Palestine,PSE,2006,4695.9946,Asia,28.21
Palestine,PSE,2007,4750.9297,Asia,28.14
Palestine,PSE,2008,4965.373,Asia,28.8
Palestine,PSE,2009,5250.116,Asia,27.98
Palestine,PSE,2010,5411.0664,Asia,28.08
Palestine,PSE,2011,5782.6895,Asia,27.13
Palestine,PSE,2012,5985.683,Asia,29.39
Palestine,PSE,2013,6118.2573,Asia,31.17
Palestine,PSE,2014,5967.073,Asia,32.47
Palestine,PSE,2015,6048.9766,Asia,31.61
Palestine,PSE,2016,6438.9336,Asia,32.28
Palestine,PSE,2017,6401.7407,Asia,33.04
Palestine,PSE,2018,6318.21,Asia,33.18
Palestine,PSE,2019,6245.4487,Asia,32.65
Palestine,PSE,2020,5402.5386,Asia,33.65
Palestine,PSE,2021,5643.0723,Asia,31.18
Panama,PAN,1997,13568.225,North America,25.41
Panama,PAN,2003,14804.625,North America,23.53
Panama,PAN,2008,20760.492,North America,22.04
Panama,PAN,2009,20640.215,North America,20.08
Panama,PAN,2010,21455.684,North America,20.89
Panama,PAN,2011,23461.873,North America,21.03
Panama,PAN,2012,25302.08,North America,17.59
Panama,PAN,2013,26576.863,North America,16.98
Panama,PAN,2014,27440.566,North America,18.76
Panama,PAN,2015,28512.926,North America,18.45
Panama,PAN,2016,29410.635,North America,17.09
Panama,PAN,2017,30526.379,North America,17.2
Panama,PAN,2018,31125.625,North America,16.38
Panama,PAN,2019,31543.605,North America,16.68
Panama,PAN,2020,25510.273,North America,18.74
Panama,PAN,2021,29037.945,North America,19.3
Papua New Guinea,PNG,2010,3283.715,Oceania,35.5
Paraguay,PRY,1998,9572.054,South America,23.78
Paraguay,PRY,1999,9248.594,South America,23.9
Paraguay,PRY,2001,8640.303,South America,21.45
Paraguay,PRY,2002,8515.946,South America,25.03
Paraguay,PRY,2003,8773.139,South America,21.85
Paraguay,PRY,2004,9022.798,South America,20.57
Paraguay,PRY,2005,9113.412,South America,18.88
Paraguay,PRY,2006,9451.761,South America,19.19
Paraguay,PRY,2007,9865.326,South America,19.56
Paraguay,PRY,2008,10403.841,South America,17.55
Paraguay,PRY,2009,10272.177,South America,18.01
Paraguay,PRY,2010,11281.256,South America,19.5
Paraguay,PRY,2011,11613.169,South America,16.91
Paraguay,PRY,2012,11376.407,South America,16.02
Paraguay,PRY,2013,12150.972,South America,14.58
Paraguay,PRY,2014,12616.414,South America,16.83
Paraguay,PRY,2015,12806.097,South America,17.45
Paraguay,PRY,2016,13163.74,South America,18.57
Paraguay,PRY,2017,13604.175,South America,18.59
Peru,PER,2002,6596.5503,South America,13.73
Peru,PER,2003,6799.4497,South America,20.32
Peru,PER,2004,7067.3555,South America,19.67
Peru,PER,2005,7443.931,South America,23.99
Peru,PER,2006,7938.435,South America,18.74
Peru,PER,2007,8548.6045,South America,16.99
Peru,PER,2008,9262.151,South America,16.64
Peru,PER,2009,9298.078,South America,16.08
Peru,PER,2010,9996.9375,South America,15.19
Peru,PER,2011,10539.982,South America,15.83
Peru,PER,2012,11084.874,South America,15.24
Peru,PER,2013,11620.645,South America,16.33
Peru,PER,2014,11773.944,South America,16.65
Peru,PER,2015,12015.1875,South America,18.59
Peru,PER,2016,12321.318,South America,19.2
Peru,PER,2017,12442.746,South America,17.35
Peru,PER,2018,12696.236,South America,17.75
Peru,PER,2019,12735.168,South America,16.87
Peru,PER,2020,11176.919,South America,25.68
Peru,PER,2021,12514.651,South America,22.7
Philippines,PHL,2006,5227.533,Asia,24.68
Philippines,PHL,2007,5465.152,Asia,25.03
Philippines,PHL,2008,5596.913,Asia,24.75
Philippines,PHL,2009,5574.4526,Asia,24.81
Philippines,PHL,2010,5876.478,Asia,25.32
Philippines,PHL,2011,5995.431,Asia,24.42
Philippines,PHL,2012,6298.16,Asia,24.83
Philippines,PHL,2013,6610.851,Asia,24.3
Philippines,PHL,2014,6917.749,Asia,23.35
Philippines,PHL,2015,7235.0815,Asia,22.84
Philippines,PHL,2016,7616.05,Asia,22.2
Philippines,PHL,2017,8001.7563,Asia,21.7
Philippines,PHL,2018,8365.732,Asia,19.89
Philippines,PHL,2019,8731.861,Asia,18.76
Philippines,PHL,2020,7773.2603,Asia,21.05
Philippines,PHL,2021,8094.693,Asia,17.47
Poland,POL,2004,18198.1,Europe,14.48
Poland,POL,2005,18844.557,Europe,13.91
Poland,POL,2006,20012.621,Europe,12.61
Poland,POL,2007,21437.457,Europe,10.59
Poland,POL,2008,22334.781,Europe,9.04
Poland,POL,2009,22951.785,Europe,10.11
Poland,POL,2010,23692.91,Europe,10.77
Poland,POL,2011,24874.172,Europe,11.5
Poland,POL,2012,25258.594,Europe,11.82
Poland,POL,2013,25490.328,Europe,12.21
Poland,POL,2014,26488.201,Europe,11.98
Poland,POL,2015,27667.69,Europe,10.99
Poland,POL,2016,28497.104,Europe,10.52
Poland,POL,2017,29958.121,Europe,9.48
Poland,POL,2018,31739.258,Europe,8.66
Poland,POL,2019,33159.75,Europe,8.13
Poland,POL,2020,32546.826,Europe,8.63
Poland,POL,2021,34915.523,Europe,11.2
Portugal,PRT,2004,30892.82,Europe,10.25
Portugal,PRT,2005,31076.645,Europe,11.09
Portugal,PRT,2006,31524.75,Europe,10.61
Portugal,PRT,2007,32251.568,Europe,11.16
Portugal,PRT,2008,32307.912,Europe,10.23
Portugal,PRT,2009,31269.41,Europe,11.2
Portugal,PRT,2010,31798.154,Europe,11.44
Portugal,PRT,2011,31304.816,Europe,12.55
Portugal,PRT,2012,30156.701,Europe,13.91
Portugal,PRT,2013,30042.89,Europe,14.07
Portugal,PRT,2014,30444.6,Europe,12.28
Portugal,PRT,2015,31118.791,Europe,11.27
Portugal,PRT,2016,31847.537,Europe,10.55
Portugal,PRT,2017,33044.715,Europe,9.34
Portugal,PRT,2018,34040.727,Europe,8.37
Portugal,PRT,2019,34945.66,Europe,8.02
Portugal,PRT,2020,32011.324,Europe,9.06
Portugal,PRT,2021,33674.527,Europe,7.61
Romania,ROU,2003,14420.295,Europe,19.33
Romania,ROU,2004,16015.051,Europe,18.84
Romania,ROU,2005,16866.492,Europe,16.8
Romania,ROU,2006,18328.932,Europe,14.77
Romania,ROU,2007,19947.31,Europe,13.31
Romania,ROU,2008,22170.281,Europe,11.57
Romania,ROU,2009,21122.297,Europe,13.94
Romania,ROU,2010,20419.188,Europe,16.61
Romania,ROU,2011,21446.771,Europe,17.47
Romania,ROU,2012,21957.15,Europe,16.81
Romania,ROU,2013,22098.33,Europe,16.96
Romania,ROU,2014,23095.28,Europe,17.01
Romania,ROU,2015,23937.46,Europe,18.08
Romania,ROU,2016,24763.135,Europe,17.38
Romania,ROU,2017,26948.158,Europe,15.15
Romania,ROU,2018,28741.227,Europe,14.52
Romania,ROU,2019,30006.336,Europe,14.66
Romania,ROU,2020,29062.473,Europe,14.75
Romania,ROU,2021,30776.93,Europe,18.02
Russia,RUS,2009,22939.693,Europe,14.08
Russia,RUS,2010,23961.22,Europe,14.21
Russia,RUS,2011,24972.078,Europe,12.69
Russia,RUS,2012,25933.293,Europe,11.99
Russia,RUS,2013,26332.396,Europe,11.82
Russia,RUS,2014,26057.156,Europe,12.03
Russia,RUS,2015,25488.096,Europe,12.03
Russia,RUS,2016,25490.709,Europe,12.41
Rwanda,RWA,2014,1735.5454,Africa,5.16
Rwanda,RWA,2017,1934.9729,Africa,25.59
Rwanda,RWA,2018,2050.441,Africa,26.3
Rwanda,RWA,2019,2191.4016,Africa,28.55
Rwanda,RWA,2020,2067.6416,Africa,26.14
Rwanda,RWA,2021,2238.9573,Africa,29.05
Saint Lucia,LCA,2017,15247.459,North America,33.76
Saint Lucia,LCA,2018,15622.778,North America,32.49
Saint Lucia,LCA,2019,15460.801,North America,29.94
Saint Lucia,LCA,2020,11651.167,North America,35.41
Saint Lucia,LCA,2021,13045.955,North America,39.2
Samoa,WSM,2012,5705.579,Oceania,39.06
Samoa,WSM,2017,6238.796,Oceania,28.74
Saudi Arabia,SAU,2019,44954.992,Asia,15.6
Saudi Arabia,SAU,2020,42891.688,Asia,20.32
Saudi Arabia,SAU,2021,44339.312,Asia,19.22
Senegal,SEN,2015,3012.3833,Africa,36.26
Senegal,SEN,2016,3118.4236,Africa,29.52
Senegal,SEN,2017,3259.1926,Africa,35.52
Senegal,SEN,2018,3368.8586,Africa,39.69
Senegal,SEN,2019,3430.484,Africa,33.9
Serbia,SRB,2008,14694.432,Europe,20.32
Serbia,SRB,2009,14350.445,Europe,21.61
Serbia,SRB,2010,14513.582,Europe,21.2
Serbia,SRB,2011,14926.494,Europe,21.6
Serbia,SRB,2012,14896.884,Europe,21.65
Serbia,SRB,2013,15402.562,Europe,19.79
Serbia,SRB,2014,15229.067,Europe,21
Serbia,SRB,2015,15581.014,Europe,20.36
Serbia,SRB,2016,16185.742,Europe,18.08
Serbia,SRB,2017,16614.014,Europe,17.58
Serbia,SRB,2018,17455.945,Europe,16.98
Serbia,SRB,2019,18310.08,Europe,15.66
Serbia,SRB,2020,18265.967,Europe,16.18
Serbia,SRB,2021,19831.297,Europe,16.05
Seychelles,SYC,2019,29369.53,Africa,21.82
Seychelles,SYC,2020,26879.77,Africa,26.01
Sierra Leone,SLE,2003,1172.8911,Africa,21.13
Sierra Leone,SLE,2014,1952.6921,Africa,32.31
Sierra Leone,SLE,2018,1610.1619,Africa,33.17
Singapore,SGP,2013,85400.73,Asia,3.7
Singapore,SGP,2014,87616.64,Asia,3.6
Singapore,SGP,2015,89160.73,Asia,3.6
Singapore,SGP,2016,91146.09,Asia,4.1
Singapore,SGP,2017,95310.336,Asia,4.5
Singapore,SGP,2018,98336.95,Asia,4.3
Singapore,SGP,2019,98283.31,Asia,4.13
Singapore,SGP,2020,94505.63,Asia,4.46
Singapore,SGP,2021,106032.23,Asia,6.2
Slovakia,SVK,2003,17838.404,Europe,19.97
Slovakia,SVK,2004,18783.896,Europe,19.45
Slovakia,SVK,2005,20026.076,Europe,16.86
Slovakia,SVK,2006,21725.926,Europe,13.92
Slovakia,SVK,2007,24072.26,Europe,11.63
Slovakia,SVK,2008,25392.477,Europe,11.43
Slovakia,SVK,2009,23975.21,Europe,12.96
Slovakia,SVK,2010,25561.707,Europe,14.57
Slovakia,SVK,2011,26210.758,Europe,14.31
Slovakia,SVK,2012,26511.27,Europe,14.37
Slovakia,SVK,2013,26650.363,Europe,14.26
Slovakia,SVK,2014,27342.627,Europe,14.07
Slovakia,SVK,2015,28728.156,Europe,13.97
Slovakia,SVK,2016,29248.885,Europe,12.69
Slovakia,SVK,2017,30061.55,Europe,12.33
Slovakia,SVK,2018,31229.863,Europe,10.41
Slovakia,SVK,2019,31973.46,Europe,10.48
Slovakia,SVK,2020,30867.973,Europe,10.75
Slovakia,SVK,2021,31866.025,Europe,11.08
Slovenia,SVN,2003,28805.385,Europe,8
Slovenia,SVN,2004,30041.814,Europe,7.73
Slovenia,SVN,2005,31128.83,Europe,8.93
Slovenia,SVN,2006,32812.74,Europe,8.52
Slovenia,SVN,2007,34907.367,Europe,6.7
Slovenia,SVN,2008,36075.47,Europe,6.5
Slovenia,SVN,2009,33052.227,Europe,7.46
Slovenia,SVN,2010,33350.613,Europe,7.11
Slovenia,SVN,2011,33568.066,Europe,7.08
Slovenia,SVN,2012,32613.49,Europe,9.28
Slovenia,SVN,2013,32234.025,Europe,9.24
Slovenia,SVN,2014,33093.75,Europe,9.42
Slovenia,SVN,2015,33799.727,Europe,9.51
Slovenia,SVN,2016,34853.043,Europe,8.03
Slovenia,SVN,2017,36507.555,Europe,6.52
Slovenia,SVN,2018,37995.715,Europe,6.62
Slovenia,SVN,2019,39034.234,Europe,7.03
Slovenia,SVN,2020,37098.12,Europe,7.68
Slovenia,SVN,2021,40036.484,Europe,6.6
Solomon Islands,SLB,2013,2591.8025,Oceania,7.04
Somalia,SOM,2019,1138.2859,Africa,43.73
South Africa,ZAF,2000,10598.86,Africa,31.79
South Africa,ZAF,2001,10789.051,Africa,34.65
South Africa,ZAF,2002,11086.924,Africa,35.69
South Africa,ZAF,2003,11308.883,Africa,36.58
South Africa,ZAF,2004,11713.88,Africa,35.39
South Africa,ZAF,2005,12216.027,Africa,34.42
South Africa,ZAF,2006,12776.878,Africa,33.38
South Africa,ZAF,2007,13325.982,Africa,32.63
South Africa,ZAF,2013,14017.411,Africa,30.34
South Africa,ZAF,2014,13993.2705,Africa,29.93
South Africa,ZAF,2015,13887.211,Africa,28.97
South Africa,ZAF,2016,13844.276,Africa,29.31
South Africa,ZAF,2017,13950.453,Africa,28.88
South Africa,ZAF,2018,13990.314,Africa,29.6
South Africa,ZAF,2019,13852.206,Africa,30.57
South Africa,ZAF,2020,12815.909,Africa,29.88
South Africa,ZAF,2021,13311.926,Africa,30.6
Spain,ESP,2003,36729.77,Europe,11.69
Spain,ESP,2004,37228.797,Europe,11.76
Spain,ESP,2005,37942.008,Europe,12.96
Spain,ESP,2006,38836.594,Europe,11.83
Spain,ESP,2007,39498.59,Europe,12.03
Spain,ESP,2008,39218.293,Europe,14.25
Spain,ESP,2009,37409.645,Europe,18.09
Spain,ESP,2010,37298.47,Europe,17.81
Spain,ESP,2011,36863.492,Europe,18.25
Spain,ESP,2012,35749.51,Europe,18.6
Spain,ESP,2013,35363.51,Europe,18.63
Spain,ESP,2014,35964.46,Europe,17.14
Spain,ESP,2015,37373.95,Europe,15.64
Spain,ESP,2016,38476.79,Europe,14.62
Spain,ESP,2017,39528.926,Europe,13.32
Spain,ESP,2018,40255.254,Europe,12.45
Spain,ESP,2019,40760.31,Europe,12.13
Spain,ESP,2020,35967.89,Europe,13.88
Spain,ESP,2021,37913.074,Europe,10.97
Sri Lanka,LKA,2010,9440.672,Asia,26.68
Sri Lanka,LKA,2011,10190.35,Asia,26.52
Sri Lanka,LKA,2013,11414.167,Asia,27.46
Sri Lanka,LKA,2014,12029.375,Asia,28.8
Sri Lanka,LKA,2015,12420.553,Asia,26.63
Sri Lanka,LKA,2016,12904.854,Asia,27.09
Sri Lanka,LKA,2017,13584.193,Asia,24.72
Sri Lanka,LKA,2018,13753.055,Asia,24.18
Sri Lanka,LKA,2019,13639.021,Asia,21.21
Sri Lanka,LKA,2020,13095.761,Asia,21.51
Sudan,SDN,2011,5047.334,Africa,33.09
Suriname,SUR,2016,17662.682,South America,18.19
Sweden,SWE,2003,42678.285,Europe,6.51
Sweden,SWE,2004,44354.39,Europe,7.88
Sweden,SWE,2005,45440.297,Europe,14.16
Sweden,SWE,2006,47292.312,Europe,9.34
Sweden,SWE,2007,48557.383,Europe,7.48
Sweden,SWE,2008,47963.492,Europe,7.82
Sweden,SWE,2009,45492.77,Europe,9.6
Sweden,SWE,2010,47791.37,Europe,7.67
Sweden,SWE,2011,48947.438,Europe,7.53
Sweden,SWE,2012,48300.844,Europe,7.83
Sweden,SWE,2013,48462.16,Europe,7.44
Sweden,SWE,2014,49258.996,Europe,7.16
Sweden,SWE,2015,50928.965,Europe,6.72
Sweden,SWE,2016,51334.434,Europe,6.48
Sweden,SWE,2017,51947.953,Europe,6.15
Sweden,SWE,2018,52349.293,Europe,6.02
Sweden,SWE,2019,52850.57,Europe,5.48
Sweden,SWE,2020,51331.28,Europe,6.46
Sweden,SWE,2021,53613.42,Europe,5.07
Switzerland,CHE,1991,55759.34,Europe,9.33
Switzerland,CHE,1992,55123.84,Europe,8.8
Switzerland,CHE,1993,54555.277,Europe,9.95
Switzerland,CHE,1994,54809.336,Europe,11.12
Switzerland,CHE,1995,54706.1,Europe,10.35
Switzerland,CHE,1996,54721.715,Europe,6.21
Switzerland,CHE,1997,55824.51,Europe,6.69
Switzerland,CHE,1998,57345.332,Europe,6.53
Switzerland,CHE,1999,58021.438,Europe,6.22
Switzerland,CHE,2000,59980.332,Europe,5.76
Switzerland,CHE,2001,60541.117,Europe,6.24
Switzerland,CHE,2002,60040.88,Europe,6.7
Switzerland,CHE,2003,59577.76,Europe,8.63
Switzerland,CHE,2004,60768.203,Europe,7.98
Switzerland,CHE,2005,62040.44,Europe,8.67
Switzerland,CHE,2006,64163.805,Europe,8.57
Switzerland,CHE,2007,66083.47,Europe,7.86
Switzerland,CHE,2008,67081.3,Europe,8.03
Switzerland,CHE,2009,64726.37,Europe,8.44
Switzerland,CHE,2010,66133.29,Europe,8.45
Switzerland,CHE,2011,66587.85,Europe,7.91
Switzerland,CHE,2012,66661.49,Europe,8.8
Switzerland,CHE,2013,67080.37,Europe,9.58
Switzerland,CHE,2014,67824.086,Europe,9.11
Switzerland,CHE,2015,68159.22,Europe,9.35
Switzerland,CHE,2016,68813.64,Europe,8.67
Switzerland,CHE,2017,69103.57,Europe,8.13
Switzerland,CHE,2018,70558.56,Europe,7.93
Switzerland,CHE,2019,70857.086,Europe,7.71
Switzerland,CHE,2020,68670.24,Europe,8.62
Switzerland,CHE,2021,71032.84,Europe,9.89
Tajikistan,TJK,2003,1663.2363,Asia,31.91
Tajikistan,TJK,2007,2095.8145,Asia,38.32
Tajikistan,TJK,2009,2261.4268,Asia,42.2
Tanzania,TZA,2001,1414.2605,Africa,12.15
Tanzania,TZA,2005,1676.5952,Africa,9.01
Tanzania,TZA,2006,1736.7749,Africa,9.01
Tanzania,TZA,2010,1972.9811,Africa,14.87
Tanzania,TZA,2012,2095.8745,Africa,10.94
Tanzania,TZA,2014,2246.5608,Africa,14.93
Tanzania,TZA,2020,2551.2063,Africa,14.35
Thailand,THA,2000,9791.8955,Asia,10.44
Thailand,THA,2007,13330.209,Asia,10.15
Thailand,THA,2009,13270.617,Asia,13.71
Thailand,THA,2010,14172.218,Asia,12.52
Thailand,THA,2011,14199.279,Asia,12.55
Thailand,THA,2012,15129.901,Asia,12.85
Thailand,THA,2013,15442.38,Asia,14.37
Thailand,THA,2014,15509.181,Asia,13.32
Thailand,THA,2015,15919.37,Asia,13.59
Thailand,THA,2016,16393.314,Asia,14.97
Thailand,THA,2017,17008.04,Asia,15.59
Thailand,THA,2018,17669.045,Asia,14.78
Thailand,THA,2019,18003.672,Asia,14.88
Thailand,THA,2020,16848.584,Asia,15.13
Thailand,THA,2021,17077.043,Asia,14.75
Togo,TGO,2006,1543.1755,Africa,9.81
Togo,TGO,2011,1645.7479,Africa,11.23
Togo,TGO,2015,1881.9052,Africa,17.76
Togo,TGO,2017,1972.6971,Africa,25.08
Tonga,TON,2018,6287.882,Oceania,27.92
Tonga,TON,2021,6142.857,Oceania,18.68
Trinidad and Tobago,TTO,2013,29529.576,North America,52.05
Trinidad and Tobago,TTO,2019,25306.617,North America,14.61
Trinidad and Tobago,TTO,2020,23391.316,North America,17.06
Trinidad and Tobago,TTO,2021,23037.143,North America,15.46
Tunisia,TUN,2010,10477.304,Africa,25.23
Tunisia,TUN,2014,10766.497,Africa,31.5
Turkey,TUR,2000,15223.352,Asia,39.65
Turkey,TUR,2001,14136.671,Asia,40.43
Turkey,TUR,2002,14839.131,Asia,41.14
Turkey,TUR,2003,15488.11,Asia,41.4
Turkey,TUR,2004,16775.08,Asia,42.56
Turkey,TUR,2005,18038.812,Asia,42.56
Turkey,TUR,2006,19043.623,Asia,38.55
Turkey,TUR,2007,19757.82,Asia,39.22
Turkey,TUR,2008,19680.94,Asia,37.02
Turkey,TUR,2009,18497.01,Asia,34.94
Turkey,TUR,2010,19790.068,Asia,32.29
Turkey,TUR,2011,21716.266,Asia,29.56
Turkey,TUR,2012,22422.537,Asia,28.72
Turkey,TUR,2013,23912.732,Asia,25.53
Turkey,TUR,2014,24600.518,Asia,24.79
Turkey,TUR,2015,25594.66,Asia,23.89
Turkey,TUR,2016,25996.967,Asia,23.95
Turkey,TUR,2017,27582.832,Asia,24.18
Turkey,TUR,2018,28157.979,Asia,24.41
Turkey,TUR,2019,28150.059,Asia,26.02
Turkey,TUR,2020,28473.205,Asia,28.32
Turkey,TUR,2021,31466.56,Asia,24.75
Tuvalu,TUV,2016,4125.938,Oceania,34.26
Tuvalu,TUV,2017,4208.924,Oceania,45.54
Uganda,UGA,2009,1830.8717,Africa,6.95
Uganda,UGA,2012,2013.5464,Africa,14.53
Uganda,UGA,2013,2026.6228,Africa,5.91
Uganda,UGA,2017,2128.397,Africa,19.2
Uganda,UGA,2021,2246.414,Africa,13.8
Ukraine,UKR,2014,12385.813,Europe,19.98
Ukraine,UKR,2015,11216.118,Europe,17.63
Ukraine,UKR,2016,11536.316,Europe,18.26
Ukraine,UKR,2017,11860.561,Europe,16.47
United Arab Emirates,ARE,2021,69733.8,Asia,10.72
United Kingdom,GBR,2004,42099.395,Europe,5.45
United Kingdom,GBR,2005,42926.992,Europe,8.42
United Kingdom,GBR,2006,43533.22,Europe,8.55
United Kingdom,GBR,2007,44302.86,Europe,11.9
United Kingdom,GBR,2008,43887.707,Europe,12.09
United Kingdom,GBR,2009,41592.363,Europe,13.22
United Kingdom,GBR,2010,42270.434,Europe,13.62
United Kingdom,GBR,2011,42389.145,Europe,14.24
United Kingdom,GBR,2012,42705.15,Europe,13.88
United Kingdom,GBR,2013,43192.08,Europe,13.24
United Kingdom,GBR,2014,44247.03,Europe,11.86
United Kingdom,GBR,2015,44948.336,Europe,11.05
United Kingdom,GBR,2016,45574.848,Europe,10.89
United Kingdom,GBR,2017,46372.387,Europe,10.31
United Kingdom,GBR,2018,46878.137,Europe,10.45
United Kingdom,GBR,2019,47362.266,Europe,10.52
United States,USA,1994,42424.168,North America,15.29
United States,USA,1995,43047.26,North America,15.03
United States,USA,1996,44154.547,North America,14.37
United States,USA,1997,45566.26,North America,13.38
United States,USA,1998,47056.51,North America,12.66
United States,USA,1999,48749.598,North America,12.47
United States,USA,2000,50175.74,North America,12.39
United States,USA,2001,50155.707,North America,12.94
United States,USA,2002,50535.273,North America,13.43
United States,USA,2003,51503.773,North America,13.61
United States,USA,2004,52995.242,North America,13.14
United States,USA,2005,54338.027,North America,13.15
United States,USA,2006,55314.203,North America,12.46
United States,USA,2007,55892.2,North America,12.29
United States,USA,2008,55433.676,North America,13.03
United States,USA,2009,53521.207,North America,15.03
United States,USA,2010,54516.855,North America,15.23
United States,USA,2011,54960.906,North America,14.41
United States,USA,2012,55803.51,North America,13.91
United States,USA,2013,56438.945,North America,14.38
United States,USA,2014,57308.32,North America,13.39
United States,USA,2015,58427.55,North America,12.44
United States,USA,2016,58972.902,North America,12.02
United States,USA,2017,59914.777,North America,10.97
United States,USA,2018,61355.65,North America,10.92
United States,USA,2019,62478.254,North America,10.41
United States,USA,2020,60167.855,North America,13.89
United States,USA,2021,63669.71,North America,12.2
Uruguay,URY,1998,15323.138,South America,20.85
Uruguay,URY,1999,14951.386,South America,21.41
Uruguay,URY,2000,14603.773,South America,22.99
Uruguay,URY,2001,14005.312,South America,21.1
Uruguay,URY,2002,12900.916,South America,22.47
Uruguay,URY,2003,12990.029,South America,22.01
Uruguay,URY,2004,13625.257,South America,19.66
Uruguay,URY,2005,14624.667,South America,19.25
Uruguay,URY,2006,15202.913,South America,20.55
Uruguay,URY,2007,16166.421,South America,19.66
Uruguay,URY,2008,17287.725,South America,18.79
Uruguay,URY,2009,17978.055,South America,17.85
Uruguay,URY,2010,19331.85,South America,18.12
Uruguay,URY,2011,20275.441,South America,17.16
Uruguay,URY,2012,20933.69,South America,17.73
Uruguay,URY,2013,21839.408,South America,18.04
Uruguay,URY,2014,22477.06,South America,18.15
Uruguay,URY,2015,22486.428,South America,18.73
Uruguay,URY,2016,22793.07,South America,18.68
Uruguay,URY,2017,23106.998,South America,17.87
Uruguay,URY,2018,23184.625,South America,17.95
Uruguay,URY,2019,23256.598,South America,17.58
Uruguay,URY,2021,22800.69,South America,14.92
Vanuatu,VUT,2006,2887.35,Oceania,24.24
Vanuatu,VUT,2009,3005.954,Oceania,26.33
Vanuatu,VUT,2010,2972.3171,Oceania,31.85
Vanuatu,VUT,2019,3070.3508,Oceania,34.5
Vanuatu,VUT,2020,2836.8135,Oceania,47.53
Vietnam,VNM,2007,5503.0723,Asia,10.67
Vietnam,VNM,2009,6006.58,Asia,10.27
Vietnam,VNM,2010,6324.526,Asia,8.24
Vietnam,VNM,2011,6658.667,Asia,8.29
Vietnam,VNM,2012,6950.2876,Asia,9.84
Vietnam,VNM,2013,7257.7295,Asia,10.58
Vietnam,VNM,2014,7641.909,Asia,10.54
Vietnam,VNM,2015,8091.0903,Asia,10.99
Vietnam,VNM,2016,8545.702,Asia,10.92
Vietnam,VNM,2017,9050.688,Asia,11.12
Vietnam,VNM,2018,9636.013,Asia,10.09
Vietnam,VNM,2019,10252.005,Asia,13.24
Vietnam,VNM,2020,10450.622,Asia,14.18
Vietnam,VNM,2021,10628.219,Asia,14.93
Zambia,ZMB,2008,2746.4905,Africa,12.94
Zambia,ZMB,2017,3395.4797,Africa,42.83
Zambia,ZMB,2018,3425.949,Africa,32.83
Zambia,ZMB,2019,3372.359,Africa,32.54
Zambia,ZMB,2020,3183.651,Africa,31.05
Zambia,ZMB,2021,3236.789,Africa,31.36
Zimbabwe,ZWE,2011,2033.1814,Africa,17.26
Zimbabwe,ZWE,2014,2316.9546,Africa,16.56
Zimbabwe,ZWE,2019,2203.3967,Africa,29.37
Zimbabwe,ZWE,2021,2115.1445,Africa,30.43
